0.159155 79.6544 44.4844
0.31831 187.089 -7.36241
0.477465 69.7117 -35.5944
0.63662 -2.33493 -1.12121
0.795775 53.8492 8.39419
0.95493 136.461 -2.06423
1.11408 29.3126 -40.5699
1.27324 -210.296 -16.3858
1.43239 -58.4912 47.6169
1.59155 70.3713 15.6048
1.7507 68.1081 -15.5853
1.90986 -21.1275 -20.16
2.06901 -108.16 1.96775
2.22817 -80.4467 35.4656
2.38732 36.8727 -1.87073
2.54648 34.5509 13.45
2.70563 83.8129 -21.322
2.86479 72.4171 -14.628
3.02394 0.588701 3.81565
3.1831 -43.3817 -2.8993
3.34225 -45.9246 -10.6708
3.50141 -44.3448 -0.433681
3.66056 -23.7375 2.12028
3.81972 -71.6854 -19.4887
3.97887 -74.2602 12.3765
4.13803 -12.6959 -8.83627
4.29718 41.2179 17.2813
4.45634 186.131 26.2826
4.61549 254.498 -0.849769
4.77465 166.579 -43.3993
4.9338 1.50922 -41.5491
5.09296 -108.698 5.32308
5.25211 -64.9505 -3.90959
5.41127 -6.00649 -6.12768
5.57042 -84.0312 -9.14332
5.72958 -66.0326 4.24999
5.88873 -92.0058 -3.59887
6.04789 -85.1401 -6.35831
6.20704 -125.75 -20.3203
6.3662 -256.655 4.39061
6.52535 -106.389 37.0451
6.68451 -32.6004 1.81921
6.84366 5.92376 1.09739
7.00282 -65.9011 -2.29626
7.16197 -66.6329 2.87605
7.32113 -77.6154 11.3376
7.48028 129.592 43.732
7.63944 268.866 9.27788
7.79859 147.267 -31.2383
7.95775 -22.1518 -32.0525
8.1169 -181.301 -13.2633
8.27606 -176.881 5.93869
8.43521 -25.7354 54.9582
8.59437 151.679 26.2842
8.75352 157.291 -19.6142
8.91268 106.235 -3.32571
9.07183 -14.6953 -24.2188
9.23099 -77.6526 -13.4356
9.39014 -82.8638 8.60506
9.5493 -40.2191 12.5748
9.70845 -56.3115 -24.4455
9.86761 -83.7134 17.8082
10.0268 13.0941 15.1675
10.1859 -38.3766 14.1237
10.3451 -53.0432 -1.84202
10.5042 -76.7431 -12.3363
10.6634 -56.4344 17.8861
10.8225 12.3406 20.521
10.9817 105.627 15.9038
11.1408 137.205 15.6519
11.3 114.926 -17.7821
11.4592 -20.8224 -38.8011
11.6183 -185.482 -7.4229
11.7775 -201.462 13.7961
11.9366 -265.694 -16.633
12.0958 -199.515 19.4099
12.2549 -64.1169 23.048
12.4141 7.40799 -29.022
12.5732 -76.3257 25.6642
12.7324 147.048 43.7121
12.8916 167.244 -12.646
13.0507 80.8918 -24.2593
13.2099 10.1684 -3.87142
13.369 68.718 2.77984
13.5282 76.6731 -0.784196
13.6873 -41.3617 -33.2126
13.8465 -77.2042 23.2053
14.0056 -25.7284 18.9574
14.1648 41.1988 14.8087
14.3239 47.3949 8.09858
14.4831 197.004 8.37177
14.6423 198.38 -4.29659
14.8014 167.87 -8.69367
14.9606 60.2995 -21.9145
15.1197 43.4672 37.1354
15.2789 155.764 2.59222
15.438 99.0581 3.88401
15.5972 85.3058 -19.7132
15.7563 31.2915 0.60606
15.9155 61.0097 22.7977
16.0746 199.606 6.77617
16.2338 243.887 -33.5639
16.393 13.7739 -43.005
16.5521 -208.358 -17.8845
16.7113 -317.628 9.38928
16.8704 -237.954 17.1498
17.0296 -67.2186 20.1301
17.1887 35.6298 -7.17716
17.3479 -46.7662 12.7717
17.507 2.83427 -14.1268
17.6662 -42.3814 -11.0598
17.8254 -37.6114 1.43666
17.9845 -57.2671 23.6099
18.1437 19.9276 33.0173
18.3028 140.148 -1.60019
18.462 94.8969 -25.0402
18.6211 32.9271 19.9488
18.7803 96.4381 -2.07721
18.9394 58.3175 -2.85396
19.0986 -10.7408 -23.8033
19.2577 -44.2999 22.1123
19.4169 26.4247 10.4379
19.5761 -3.728 -17.3555
19.7352 -76.2841 1.34972
19.8944 4.25286 21.0069
20.0535 29.8882 -17.592
20.2127 -16.4886 -8.17064
20.3718 62.3742 17.3084
20.531 -1.53157 -26.4405
20.6901 -66.9178 20.9049
20.8493 -26.9463 4.64875
21.0085 -158.805 -42.1412
21.1676 -324.193 -4.54516
21.3268 -286.913 21.5997
21.4859 -45.6185 72.3177
21.6451 208.694 27.6584
21.8042 121.99 -39.2203
21.9634 10.9863 -10.1183
22.1225 12.7687 10.1323
22.2817 50.1595 11.7235
22.4408 -3.42666 -15.3036
22.6 -121.772 -0.476307
22.7592 -32.9362 14.3621
22.9183 72.6749 19.7775
23.0775 191.934 17.9778
23.2366 234.886 -16.4937
23.3958 152.916 -35.6837
23.5549 5.2733 -24.5948
23.7141 -62.9897 11.8313
23.8732 -32.6788 5.54275
24.0324 -100.317 -15.2491
24.1916 -57.5888 30.0122
24.3507 25.7033 20.8648
24.5099 87.7306 3.27363
24.669 98.1156 -27.3914
24.8282 36.7451 -4.76575
24.9873 32.6178 -11.7568
25.1465 -42.4932 -16.6424
25.3056 -108.731 1.11685
25.4648 -80.1125 9.1404
25.6239 -146.987 -21.159
25.7831 -37.1179 48.9565
25.9423 10.3377 -6.23056
26.1014 38.0072 10.8784
26.2606 -35.71 -30.1968
26.4197 -144.444 14.1362
26.5789 -71.2377 9.84148
26.738 -25.9953 25.0457
26.8972 155.488 23.85
27.0563 178.554 -13.7787
27.2155 80.8881 -4.67078
27.3747 -44.3588 -32.6704
27.5338 -90.9971 32.5289
27.693 133.896 28.226
27.8521 238.859 21.431
28.0113 234.427 -12.6148
28.1704 144.71 -39.708
28.3296 -98.809 -25.361
28.4887 -202.067 -11.3085
28.6479 -177.959 8.61687
28.807 -61.3486 18.2254
28.9662 53.0308 17.639
29.1254 86.9681 22.6042
29.2845 100.779 -0.560878
29.4437 -11.9944 -32.6345
29.6028 -28.1332 11.947
