0.159155 0 2.48796 3.89491
0.31831 2.34433e-310 5.84361 9.14821
0.477465 5.88342e-310 2.1774 3.40874
0.63662 7.8023e-310 -0.0729303 -0.114173
0.795775 8.00836e-310 1.68195 2.6331
0.95493 7.46438e-310 4.26228 6.67263
1.11408 6.96107e-310 0.915561 1.43332
1.27324 6.76565e-310 -6.56846 -10.283
1.43239 6.79722e-310 -1.82694 -2.86008
1.59155 6.89393e-310 2.19801 3.44099
1.7507 6.95832e-310 2.12732 3.33032
1.90986 6.97334e-310 -0.659906 -1.03309
2.06901 6.96146e-310 -3.37832 -5.28877
2.22817 6.9466e-310 -2.5127 -3.93365
2.38732 6.93929e-310 1.1517 1.80298
2.54648 6.93901e-310 1.07918 1.68945
2.70563 6.94148e-310 2.61785 4.09825
2.86479 6.94352e-310 2.2619 3.54102
3.02394 6.94422e-310 0.0183877 0.0287861
3.1831 6.94402e-310 -1.355 -2.12126
3.34225 6.9436e-310 -1.43443 -2.2456
3.50141 6.94335e-310 -1.38508 -2.16836
3.66056 6.9433e-310 -0.741426 -1.16071
3.81972 6.94336e-310 -2.23905 -3.50525
3.97887 6.94342e-310 -2.31947 -3.63115
4.13803 6.94345e-310 -0.396548 -0.620798
4.29718 6.94345e-310 1.28742 2.01546
4.45634 6.94344e-310 5.8137 9.10138
4.61549 6.94343e-310 7.94909 12.4443
4.77465 6.94343e-310 5.20299 8.14532
4.9338 6.94343e-310 0.0471397 0.0737974
5.09296 6.94343e-310 -3.39512 -5.31508
5.25211 6.94343e-310 -2.02869 -3.17592
5.41127 6.94343e-310 -0.187609 -0.293703
5.57042 6.94343e-310 -2.62466 -4.10892
5.72958 6.94343e-310 -2.06249 -3.22884
5.88873 6.94343e-310 -2.87375 -4.49887
6.04789 6.94343e-310 -2.6593 -4.16315
6.20704 6.94343e-310 -3.92772 -6.14887
6.3662 6.94343e-310 -8.01646 -12.5498
6.52535 6.94343e-310 -3.323 -5.20217
6.68451 6.94343e-310 -1.01825 -1.59408
6.84366 6.94343e-310 0.185025 0.289658
7.00282 6.94343e-310 -2.05838 -3.22241
7.16197 6.94343e-310 -2.08124 -3.25819
7.32113 6.94343e-310 -2.42427 -3.79521
7.48028 6.94343e-310 4.04773 6.33674
7.63944 6.94343e-310 8.39786 13.1469
7.79859 6.94343e-310 4.59978 7.20099
7.95775 6.94343e-310 -0.691898 -1.08317
8.1169 6.94343e-310 -5.66284 -8.86521
8.27606 6.94343e-310 -5.52476 -8.64904
8.43521 6.94343e-310 -0.803829 -1.2584
8.59437 6.94343e-310 4.73759 7.41673
8.75352 6.94343e-310 4.91291 7.69118
8.91268 6.94343e-310 3.31818 5.19463
9.07183 6.94343e-310 -0.459 -0.718567
9.23099 6.94343e-310 -2.42543 -3.79703
9.39014 6.94343e-310 -2.5882 -4.05184
9.5493 6.94343e-310 -1.25622 -1.96662
9.70845 6.94343e-310 -1.75886 -2.7535
9.86761 6.94343e-310 -2.61474 -4.09338
10.0268 6.94343e-310 0.408986 0.640269
10.1859 6.94343e-310 -1.19867 -1.87652
10.3451 6.94343e-310 -1.65677 -2.59368
10.5042 6.94343e-310 -2.39702 -3.75255
10.6634 6.94343e-310 -1.7627 -2.75951
10.8225 6.94343e-310 0.385452 0.603426
10.9817 6.94343e-310 3.29919 5.1649
11.1408 6.94343e-310 4.28553 6.70902
11.3 6.94343e-310 3.58963 5.61958
11.4592 6.94343e-310 -0.650375 -1.01817
11.6183 6.94343e-310 -5.79343 -9.06964
11.7775 6.94343e-310 -6.29256 -9.85104
11.9366 6.94343e-310 -8.2988 -12.9918
12.0958 6.94343e-310 -6.23172 -9.75578
12.2549 6.94343e-310 -2.00265 -3.13516
12.4141 6.94343e-310 0.231384 0.362233
12.5732 6.94343e-310 -2.38399 -3.73214
12.7324 6.94343e-310 4.59296 7.1903
12.8916 6.94343e-310 5.22378 8.17785
13.0507 6.94343e-310 2.52661 3.95542
13.2099 6.94343e-310 0.317604 0.497211
13.369 6.94343e-310 2.14636 3.36014
13.5282 6.94343e-310 2.39484 3.74913
13.6873 6.94343e-310 -1.29191 -2.02249
13.8465 6.94343e-310 -2.41143 -3.7751
14.0056 6.94343e-310 -0.80361 -1.25806
14.1648 6.94343e-310 1.28682 2.01452
14.3239 6.94343e-310 1.48035 2.3175
14.4831 6.94343e-310 6.1533 9.63302
14.6423 6.94343e-310 6.19627 9.70029
14.8014 6.94343e-310 5.2433 8.20842
14.9606 6.94343e-310 1.88342 2.9485
15.1197 6.94343e-310 1.35767 2.12544
15.2789 6.94343e-310 4.8652 7.6165
15.438 6.94343e-310 3.09402 4.8437
15.5972 6.94343e-310 2.66447 4.17125
15.7563 6.94343e-310 0.977373 1.53008
15.9155 6.94343e-310 1.9056 2.98323
16.0746 6.94343e-310 6.23458 9.76026
16.2338 6.94343e-310 7.61767 11.9255
16.393 6.94343e-310 0.430218 0.673509
16.5521 6.94343e-310 -6.50793 -10.1882
16.7113 6.94343e-310 -9.92091 -15.5312
16.8704 6.94343e-310 -7.43237 -11.6354
17.0296 6.94343e-310 -2.09953 -3.28683
17.1887 6.94343e-310 1.11288 1.74221
17.3479 6.94343e-310 -1.46072 -2.28676
17.507 6.94343e-310 0.0885268 0.138589
17.6662 6.94343e-310 -1.32376 -2.07235
17.8254 6.94343e-310 -1.17477 -1.83911
17.9845 6.94343e-310 -1.7887 -2.80023
18.1437 6.94343e-310 0.622426 0.974411
18.3028 6.94343e-310 4.37743 6.85289
18.462 6.94343e-310 2.96405 4.64023
18.6211 6.94343e-310 1.02846 1.61006
18.7803 6.94343e-310 3.01219 4.71559
18.9394 6.94343e-310 1.82151 2.85159
19.0986 6.94343e-310 -0.335482 -0.5252
19.2577 6.94343e-310 -1.38368 -2.16616
19.4169 6.94343e-310 0.825358 1.2921
19.5761 6.94343e-310 -0.116442 -0.182291
19.7352 6.94343e-310 -2.38269 -3.73011
19.8944 6.94343e-310 0.132835 0.207955
20.0535 6.94343e-310 0.93354 1.46146
20.2127 6.94343e-310 -0.515012 -0.806254
20.3718 6.94343e-310 1.94822 3.04995
20.531 6.94343e-310 -0.0478377 -0.0748901
20.6901 6.94343e-310 -2.09014 -3.27212
20.8493 6.94343e-310 -0.841651 -1.31761
21.0085 6.94343e-310 -4.96017 -7.76517
21.1676 6.94343e-310 -10.126 -15.8523
21.3268 6.94343e-310 -8.96156 -14.0294
21.4859 6.94343e-310 -1.42487 -2.23064
21.6451 6.94343e-310 6.51844 10.2046
21.8042 6.94343e-310 3.81028 5.96501
21.9634 6.94343e-310 0.34315 0.537203
22.1225 6.94343e-310 0.398822 0.624357
22.2817 6.94343e-310 1.5667 2.45268
22.4408 6.94343e-310 -0.10703 -0.167556
22.6 6.94343e-310 -3.80347 -5.95435
22.7592 6.94343e-310 -1.02874 -1.6105
22.9183 6.94343e-310 2.26996 3.55363
